Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Cluster Spending Behavior,Cluster Product Preference,Cluster Loyalty and Engagement,Cluster Demographic,Cluster Payment and Shipping
897,69,1,12,0,29,3,1,10,1,4.7,1,1,1,1,38,1,3,1,3,0,1,1
898,29,1,16,1,91,12,1,7,1,3.4,1,1,1,1,46,5,6,1,1,0,1,3
899,54,1,1,0,70,27,0,18,1,3.5,1,0,1,1,19,0,2,1,3,0,1,1
900,65,1,23,1,58,38,1,15,2,4.0,1,4,1,1,20,4,0,1,1,0,1,0
901,54,1,8,0,98,47,0,7,0,3.3,1,2,1,1,42,0,5,1,3,0,1,1
902,60,1,15,0,68,24,0,22,2,4.7,1,0,1,1,34,1,4,1,1,0,1,1
903,43,1,8,0,44,16,1,0,2,2.8,1,3,1,1,5,1,4,1,3,0,1,2
904,44,1,10,3,45,46,1,2,3,3.3,1,1,1,1,3,4,5,1,0,0,1,3
905,69,1,24,1,99,1,0,11,1,2.9,1,2,1,1,46,4,2,1,1,0,1,3
906,46,1,5,1,68,23,2,5,1,2.8,1,4,1,1,16,5,0,1,3,0,1,0
907,41,1,13,1,56,39,1,18,1,4.2,1,4,1,1,21,3,1,1,1,0,1,0
908,32,1,23,1,43,24,0,5,3,4.4,1,1,1,1,34,2,1,1,1,0,1,1
909,26,1,22,0,99,29,1,21,3,3.6,1,2,1,1,9,4,2,1,1,0,1,3
910,61,1,1,0,56,17,0,19,0,2.7,1,1,1,1,36,4,6,1,3,0,1,3
911,49,1,9,1,25,39,2,16,1,3.4,1,1,1,1,22,2,4,1,2,0,1,1
912,53,1,13,1,74,44,1,1,3,2.8,1,0,1,1,2,0,5,1,1,0,1,1
913,24,1,9,1,56,3,1,8,3,3.4,1,3,1,1,32,0,4,1,3,0,1,2
914,37,1,20,2,47,43,1,24,0,2.6,1,3,1,1,29,1,2,1,1,0,1,2
915,43,1,5,1,67,46,0,17,2,4.1,1,4,1,1,27,5,2,1,3,0,1,0
916,31,1,5,1,22,38,0,17,3,2.9,1,5,1,1,33,2,3,1,3,0,1,2
917,49,1,11,1,34,12,2,2,1,2.7,1,4,1,1,16,5,4,1,2,0,1,0
918,69,1,23,1,64,24,1,12,1,3.7,1,4,1,1,11,0,5,1,1,0,1,2
919,65,1,18,1,42,32,1,14,1,4.3,1,0,1,1,11,1,3,1,1,0,1,1
920,41,1,16,1,82,20,0,8,3,2.6,1,0,1,1,17,3,1,1,1,0,1,3
921,37,1,1,0,81,3,3,6,2,4.3,1,2,1,1,37,1,6,1,2,0,1,1
922,70,1,4,3,24,40,0,19,2,4.1,1,1,1,1,18,4,6,1,0,0,1,3
923,63,1,20,2,60,9,1,5,0,4.2,1,4,1,1,13,2,4,1,1,0,1,2
924,55,1,16,1,24,3,1,19,1,4.2,1,0,1,1,7,4,6,1,1,0,1,3
925,52,1,21,1,78,15,3,0,3,3.1,1,4,1,1,37,1,5,1,2,0,1,2
926,22,1,11,1,88,2,0,20,3,4.9,1,1,1,1,8,1,4,1,1,0,1,1
927,54,1,11,1,63,20,3,8,1,4.4,1,1,1,1,11,1,1,1,2,0,1,1
928,28,1,20,2,78,30,0,1,2,4.4,1,4,1,1,8,5,1,1,1,0,1,0
929,67,1,5,1,37,3,3,24,3,3.4,1,5,1,1,31,1,2,1,2,0,1,2
930,59,1,3,2,94,26,1,23,0,4.5,1,0,1,1,26,3,3,1,0,0,1,3
931,26,1,24,1,78,10,0,8,0,4.5,1,5,1,1,20,2,1,1,1,0,1,2
932,24,1,4,3,36,26,1,19,3,4.1,1,4,1,1,24,0,3,1,0,0,1,2
933,62,1,19,1,24,13,0,2,3,3.2,1,4,1,1,45,3,1,1,1,0,1,0
934,70,1,20,2,84,5,1,11,1,2.7,1,5,1,1,33,3,4,1,1,0,1,0
935,45,1,11,1,47,36,2,24,1,3.7,1,1,1,1,21,0,4,1,2,0,1,1
936,58,1,9,1,51,34,0,23,0,2.6,1,5,1,1,2,0,3,1,3,0,1,2
937,31,1,17,2,84,18,1,16,2,2.7,1,2,1,1,28,1,6,1,1,0,1,1
938,32,1,18,1,24,14,1,11,2,2.7,1,1,1,1,18,5,5,1,1,0,1,3
939,36,1,2,1,97,48,2,20,0,4.8,1,2,1,1,21,3,3,1,3,0,1,3
940,25,1,24,1,89,31,0,9,3,4.8,1,3,1,1,24,2,4,1,1,0,1,2
941,48,1,1,0,44,5,2,12,1,2.6,1,5,1,1,15,4,2,1,3,0,1,0
942,39,1,7,0,35,12,0,1,3,4.5,1,0,1,1,38,4,2,1,3,0,1,3
943,26,1,5,1,91,2,1,5,3,3.2,1,1,1,1,38,4,1,1,3,0,1,3
944,32,1,8,0,63,35,0,5,3,3.8,1,3,1,1,13,5,3,1,3,0,1,0
945,54,1,1,0,97,13,2,7,1,4.8,1,1,1,1,39,1,1,1,3,0,1,1
946,38,1,3,2,38,22,1,22,2,4.1,1,5,1,1,8,5,2,1,0,0,1,0
947,46,1,4,3,24,37,3,2,1,2.8,1,3,1,1,4,4,5,1,0,0,1,0
948,57,1,2,1,32,13,1,4,3,3.9,1,5,1,1,6,1,2,1,3,0,1,2
949,49,1,8,0,90,0,0,13,2,4.9,1,1,1,1,11,5,2,1,3,0,1,3
950,33,1,11,1,36,25,1,13,2,3.4,1,4,1,1,49,5,4,1,1,0,1,0
951,54,1,0,0,37,30,3,21,3,4.1,1,2,1,1,30,4,5,1,2,0,1,3
952,47,1,5,1,51,1,1,5,2,2.9,1,1,1,1,34,0,4,1,3,0,1,1
953,36,1,8,0,71,11,2,18,0,3.1,1,0,1,1,28,4,4,1,3,0,1,3
954,68,1,22,0,50,43,2,5,1,3.6,1,0,1,1,36,5,5,1,2,0,1,3
955,60,1,8,0,74,17,2,21,0,3.5,1,4,1,1,18,2,2,1,3,0,1,2
956,55,1,5,1,75,23,0,10,2,3.4,1,2,1,1,4,4,4,1,3,0,1,3
957,29,1,16,1,99,23,3,5,1,2.9,1,0,1,1,42,3,5,1,2,0,1,3
958,38,1,15,0,23,13,3,22,1,4.7,1,5,1,1,11,1,5,1,2,0,1,2
959,70,1,20,2,53,46,3,0,3,4.4,1,2,1,1,31,2,1,1,2,0,1,1
960,36,1,19,1,99,27,1,5,1,2.6,1,4,1,1,12,1,3,1,1,0,1,2
961,18,1,12,0,48,17,3,9,1,4.4,1,4,1,1,20,5,5,1,2,0,1,0
962,62,1,3,2,72,37,0,13,0,3.7,1,3,1,1,37,3,5,1,0,0,1,0
963,29,1,22,0,64,21,0,8,1,4.4,1,4,1,1,26,3,3,1,1,0,1,0
964,21,1,3,2,63,39,0,8,1,2.5,1,0,1,1,14,2,6,1,0,0,1,1
965,42,1,14,2,51,2,1,0,1,2.6,1,3,1,1,12,5,1,1,0,0,1,0
966,43,1,3,2,55,7,0,1,1,5.0,1,5,1,1,10,2,0,1,0,0,1,2
967,58,1,5,1,55,16,1,3,1,4.9,1,1,1,1,19,1,0,1,3,0,1,1
968,27,1,9,1,26,9,2,19,2,3.7,1,5,1,1,4,1,6,1,2,0,1,2
969,57,1,18,1,67,32,0,7,2,3.1,1,3,1,1,48,0,5,1,1,0,1,2
970,40,1,4,3,31,4,2,16,0,3.2,1,1,1,1,37,4,4,1,0,0,1,3
971,45,1,11,1,66,4,2,12,3,4.4,1,2,1,1,4,1,4,1,2,0,1,1
972,47,1,22,0,67,13,1,5,2,4.3,1,3,1,1,15,2,6,1,1,0,1,2
973,61,1,20,2,61,5,0,6,3,3.0,1,4,1,1,33,2,6,1,1,0,1,2
974,60,1,10,3,75,5,1,20,0,3.5,1,0,1,1,30,0,5,1,0,0,1,1
975,69,1,19,1,90,32,1,0,1,3.6,1,0,1,1,23,0,4,1,1,0,1,1
976,58,1,23,1,40,46,1,13,2,3.8,1,0,1,1,2,0,6,1,1,0,1,1
977,34,1,24,1,90,8,1,7,0,3.6,1,1,1,1,50,2,2,1,1,0,1,1
978,20,1,1,0,20,46,1,1,1,4.6,1,1,1,1,34,1,1,1,3,0,1,1
979,56,1,6,0,40,5,1,21,2,2.5,1,4,1,1,33,2,6,1,3,0,1,2
980,64,1,8,0,33,28,2,3,0,3.5,1,5,1,1,34,3,4,1,3,0,1,0
981,56,1,3,2,98,19,2,11,1,4.0,1,2,1,1,39,4,2,1,0,0,1,3
982,27,1,1,0,42,19,1,19,1,3.5,1,3,1,1,47,2,5,1,3,0,1,2
983,35,1,4,3,62,42,2,18,2,3.2,1,4,1,1,37,4,4,1,0,0,1,0
984,24,1,8,0,45,30,0,9,3,3.5,1,2,1,1,40,5,1,1,3,0,1,3
985,26,1,17,2,78,43,1,8,2,3.4,1,2,1,1,8,2,1,1,1,0,1,1
986,32,1,7,0,80,47,1,7,0,5.0,1,1,1,1,12,0,0,1,3,0,1,1
987,54,1,15,0,96,6,2,15,1,4.5,1,5,1,1,36,0,4,1,2,0,1,2
988,62,1,7,0,47,47,1,4,2,2.8,1,1,1,1,48,4,6,1,3,0,1,3
989,50,1,13,1,84,34,1,14,3,4.9,1,0,1,1,47,4,3,1,1,0,1,3
990,70,1,17,2,31,42,1,0,1,3.1,1,5,1,1,2,0,4,1,1,0,1,2
991,48,1,22,0,63,46,2,24,1,4.8,1,5,1,1,24,1,6,1,2,0,1,2
992,20,1,18,1,97,48,3,23,1,2.7,1,4,1,1,40,0,1,1,2,0,1,2
993,46,1,10,3,99,17,1,7,3,4.6,1,1,1,1,50,3,6,1,0,0,1,3
994,51,1,14,2,90,14,1,15,3,4.4,1,5,1,1,25,1,6,1,1,0,1,2
995,53,1,17,2,68,31,0,22,0,3.2,1,1,1,1,20,3,4,1,1,0,1,3
996,44,1,12,0,80,11,1,11,1,3.0,1,0,1,1,10,5,6,1,3,0,1,3
997,29,1,14,2,91,7,0,12,2,4.9,1,4,1,1,32,0,5,1,1,0,1,2
998,64,1,13,1,30,16,1,5,1,3.6,1,1,1,1,31,1,3,1,1,0,1,1
999,51,1,17,2,90,6,1,23,1,3.8,1,3,1,1,48,0,1,1,1,0,1,2
1000,50,1,21,1,28,30,0,3,1,2.9,1,4,1,1,23,3,4,1,1,0,1,0
1001,43,1,21,1,46,9,1,18,3,3.9,1,1,1,1,1,0,1,1,1,0,1,1
1002,61,1,5,1,60,46,1,14,0,3.6,1,4,1,1,4,3,3,1,3,0,1,0
1003,55,1,17,2,59,33,1,23,1,3.5,1,5,1,1,3,0,1,1,1,0,1,2
1004,56,1,8,0,68,34,1,8,0,4.0,1,5,1,1,3,1,1,1,3,0,1,2
1005,33,1,0,0,79,41,1,1,2,4.8,1,0,1,1,44,1,0,1,3,0,1,1
1006,43,1,0,0,94,31,1,6,3,3.9,1,5,1,1,5,3,1,1,3,0,1,0
1007,21,1,13,1,83,21,2,10,2,4.5,1,3,1,1,50,5,5,1,2,0,1,0
1008,58,1,6,0,62,9,3,21,1,4.8,1,4,1,1,2,2,0,1,2,0,1,2
1009,41,1,15,0,85,30,1,16,1,2.6,1,5,1,1,29,4,0,1,1,0,1,0
1010,39,1,9,1,30,17,1,19,2,3.1,1,1,1,1,11,5,0,1,3,0,1,3
1011,54,1,11,1,24,40,3,7,1,4.7,1,0,1,1,37,2,3,1,2,0,1,1
1012,43,1,0,0,25,25,0,9,1,2.9,1,3,1,1,32,3,3,1,3,0,1,0
1013,28,1,14,2,37,30,0,20,2,3.8,1,1,1,1,27,2,0,1,1,0,1,1
1014,59,1,1,0,69,39,3,8,2,3.8,1,0,1,1,31,5,1,1,2,0,1,3
1015,28,1,17,2,97,34,1,22,2,3.0,1,4,1,1,36,3,3,1,1,0,1,0
1016,68,1,6,0,24,32,1,5,2,4.1,1,4,1,1,34,1,6,1,3,0,1,2
1017,20,1,1,0,30,11,3,2,2,3.4,1,1,1,1,15,0,2,1,2,0,1,1
1018,21,1,10,3,53,35,0,14,0,2.5,1,1,1,1,14,2,0,1,0,0,1,1
1019,50,1,5,1,70,9,3,4,1,4.9,1,3,1,1,46,1,6,1,2,0,1,2
1020,32,1,16,1,76,16,2,0,3,2.8,1,4,1,1,33,5,1,1,2,0,1,0
1021,24,1,15,0,95,7,1,1,0,4.5,1,1,1,1,41,3,0,1,3,0,1,3
1022,55,1,4,3,51,20,2,10,3,4.9,1,0,1,1,39,4,6,1,0,0,1,3
1023,61,1,7,0,41,26,1,10,3,4.9,1,5,1,1,7,1,0,1,3,0,1,2
1024,61,1,22,0,71,18,2,21,3,3.5,1,2,1,1,29,0,2,1,2,0,1,1
1025,28,1,24,1,66,37,1,17,2,3.5,1,2,1,1,18,5,5,1,1,0,1,3
1026,60,1,16,1,84,26,1,13,3,4.9,1,2,1,1,15,2,0,1,1,0,1,1
1027,49,1,7,0,95,45,0,21,3,3.0,1,1,1,1,39,4,1,1,3,0,1,3
1028,33,1,12,0,90,34,0,20,2,2.8,1,3,1,1,11,1,4,1,3,0,1,2
1029,45,1,9,1,36,26,2,10,2,3.7,1,4,1,1,4,1,3,1,2,0,1,2
1030,29,1,6,0,22,34,1,17,1,3.6,1,0,1,1,33,5,1,1,3,0,1,3
1031,58,1,4,3,89,16,0,2,3,3.3,1,3,1,1,37,3,5,1,0,0,1,0
1032,22,1,14,2,50,41,1,20,1,3.4,1,2,1,1,32,1,5,1,1,0,1,1
1033,55,1,3,2,36,18,1,10,0,4.0,1,2,1,1,44,2,5,1,0,0,1,1
1034,19,1,13,1,52,25,2,19,1,4.6,1,2,1,1,41,0,5,1,2,0,1,1
1035,68,1,21,1,29,19,1,13,0,4.2,1,3,1,1,44,0,6,1,1,0,1,2
1036,61,1,2,1,89,9,1,3,0,2.8,1,1,1,1,32,5,0,1,3,0,1,3
1037,68,1,7,0,47,10,1,24,0,3.7,1,0,1,1,13,0,4,1,3,0,1,1
1038,52,1,12,0,25,38,3,3,1,3.4,1,4,1,1,48,3,5,1,2,0,1,0
1039,41,1,13,1,74,26,3,5,0,3.0,1,1,1,1,3,0,6,1,2,0,1,1
1040,29,1,1,0,46,21,1,11,0,4.8,1,4,1,1,39,5,4,1,3,0,1,0
1041,68,1,11,1,22,32,2,11,0,4.0,1,3,1,1,7,1,3,1,2,0,1,2
1042,36,1,16,1,25,22,1,14,2,4.9,1,3,1,1,11,1,3,1,1,0,1,2
1043,55,1,1,0,80,19,1,12,1,4.9,1,3,1,1,47,2,6,1,3,0,1,2
1044,28,1,11,1,76,10,1,8,1,3.3,1,0,1,1,28,3,3,1,3,0,1,3
1045,39,1,11,1,30,36,0,20,2,4.4,1,3,1,1,17,0,2,1,1,0,1,2
1046,54,1,23,1,79,30,0,1,0,3.5,1,0,1,1,11,4,1,1,1,0,1,3
1047,40,1,20,2,22,12,1,11,3,4.2,1,4,1,1,12,5,0,1,1,0,1,0
1048,31,1,21,1,36,43,2,13,0,4.2,1,4,1,1,7,2,3,1,2,0,1,2
1049,30,1,21,1,77,18,0,24,0,2.7,1,4,1,1,19,5,3,1,1,0,1,0
1050,45,1,22,0,33,45,2,17,0,2.8,1,5,1,1,24,1,5,1,2,0,1,2
1051,48,1,20,2,64,8,1,0,3,3.8,1,3,1,1,19,5,4,1,1,0,1,0
1052,45,1,21,1,53,34,1,9,0,2.6,1,2,1,1,39,4,0,1,1,0,1,3
1053,60,1,17,2,36,45,3,16,0,3.0,1,0,1,1,1,2,3,1,2,0,1,1
1054,59,1,2,1,70,15,1,2,1,3.3,0,0,1,1,10,3,1,1,3,1,1,3
1055,18,1,18,1,96,3,0,5,3,4.9,0,1,1,1,48,4,5,1,1,1,1,3
1056,70,1,10,3,27,20,1,14,1,3.3,0,3,1,1,24,3,0,1,0,1,1,0
1057,20,1,23,1,64,11,0,1,3,2.9,0,0,1,1,42,5,3,1,1,1,1,3
1058,65,1,10,3,23,48,2,12,1,4.4,0,0,1,1,20,2,6,1,0,1,1,1
1059,29,1,15,0,33,30,0,22,2,3.1,0,3,1,1,49,0,2,1,1,1,1,2
1060,22,1,10,3,34,32,1,0,3,2.5,0,4,1,1,25,3,4,1,0,1,1,0
1061,27,1,23,1,35,14,2,7,2,2.6,0,3,1,1,21,3,2,1,2,1,1,0
1062,36,1,4,3,62,11,1,7,2,4.4,0,2,1,1,12,5,2,1,0,1,1,3
1063,59,1,3,2,75,34,1,3,0,2.6,0,3,1,1,21,3,2,1,0,1,1,0
1064,62,1,9,1,29,0,2,9,2,3.3,0,2,1,1,35,1,4,1,2,1,1,1
1065,34,1,8,0,28,49,1,22,1,3.5,0,1,1,1,42,2,2,1,3,1,1,1
1066,59,1,24,1,20,0,3,2,1,4.1,0,5,1,1,3,4,2,1,2,1,1,0
1067,49,1,4,3,96,23,1,18,3,4.0,0,5,1,1,11,4,1,1,0,1,1,0
1068,18,1,5,1,43,37,2,15,2,2.7,0,0,1,1,22,4,5,1,2,1,1,3
1069,55,1,16,1,94,49,1,13,0,2.5,0,4,1,1,47,2,6,1,1,1,1,2
1070,38,1,19,1,81,19,3,23,0,4.3,0,3,1,1,33,5,2,1,2,1,1,0
1071,50,1,12,0,75,32,1,11,2,3.3,0,2,1,1,50,3,6,1,3,1,1,3
1072,61,1,8,0,81,37,1,0,2,2.6,0,1,1,1,46,2,4,1,3,1,1,1
1073,48,1,18,1,92,11,0,6,0,3.5,0,1,1,1,34,3,3,1,1,1,1,3
1074,22,1,15,0,96,4,3,17,1,4.0,0,5,1,1,33,2,4,1,2,1,1,2
1075,48,1,12,0,71,41,2,23,0,2.6,0,4,1,1,45,0,3,1,2,1,1,2
1076,57,1,22,0,50,24,0,9,2,4.9,0,3,1,1,32,3,1,1,1,1,1,0
1077,33,1,4,3,72,33,0,4,1,2.9,0,4,1,1,47,5,1,1,0,1,1,0
1078,58,1,10,3,28,47,1,16,3,3.7,0,4,1,1,5,4,5,1,0,1,1,0
1079,37,1,23,1,59,2,1,19,0,4.4,0,1,1,1,49,2,3,1,1,1,1,1
1080,18,1,4,3,33,35,2,2,2,4.4,0,2,1,1,48,0,4,1,0,1,1,1
1081,65,1,15,0,59,37,0,2,0,3.8,0,1,1,1,22,1,2,1,3,1,1,1
1082,62,1,1,0,30,11,3,3,1,4.5,0,4,1,1,45,2,0,1,2,1,1,2
1083,54,1,8,0,85,39,3,5,3,2.6,0,3,1,1,30,5,5,1,2,1,1,0
1084,35,1,0,0,97,46,0,20,2,3.3,0,5,1,1,43,1,6,1,3,1,1,2
1085,34,1,24,1,36,3,2,17,0,4.1,0,3,1,1,48,1,5,1,2,1,1,2
1086,25,1,12,0,85,43,1,21,3,3.0,0,5,1,1,23,5,3,1,3,1,1,0
1087,53,1,22,0,62,1,1,13,3,3.0,0,2,1,1,27,4,1,1,1,1,1,3
1088,45,1,11,1,71,47,2,23,3,3.4,0,3,1,1,7,0,4,1,2,1,1,2
1089,49,1,13,1,21,17,1,21,3,2.7,0,2,1,1,2,4,6,1,1,1,1,3
1090,40,1,0,0,61,2,1,19,1,3.8,0,3,1,1,33,4,1,1,3,1,1,0
1091,38,1,15,0,58,6,1,22,1,4.2,0,5,1,1,27,1,3,1,1,1,1,2
1092,44,1,23,1,80,32,0,10,1,4.7,0,5,1,1,6,2,3,1,1,1,1,2
1093,68,1,12,0,50,40,0,11,1,4.1,0,0,1,1,20,5,5,1,3,1,1,3
1094,60,1,20,2,48,7,2,9,3,4.2,0,0,1,1,46,5,2,1,2,1,1,3
1095,25,1,12,0,40,6,1,1,3,4.8,0,3,1,1,25,1,5,1,3,1,1,2
1096,19,1,4,3,34,41,2,15,2,3.0,0,2,1,1,30,0,5,1,0,1,1,1
1097,57,1,4,3,46,28,2,0,0,2.6,0,4,1,1,48,2,0,1,0,1,1,2
1098,58,1,22,0,27,44,1,1,2,3.2,0,5,1,1,47,0,6,1,1,1,1,2
1099,49,1,7,0,98,11,2,21,1,3.6,0,3,1,1,27,2,6,1,3,1,1,2
1100,19,1,23,1,73,32,1,15,0,2.6,0,3,1,1,45,0,3,1,1,1,1,2
1101,50,1,13,1,28,27,0,6,1,4.4,0,1,1,1,2,2,6,1,1,1,1,1
1102,30,1,6,0,76,7,3,19,0,3.0,0,2,1,1,39,1,3,1,2,1,1,1
1103,52,1,23,1,83,42,1,15,0,2.9,0,1,1,1,24,1,3,1,1,1,1,1
1104,35,1,9,1,23,41,2,4,1,4.3,0,2,1,1,8,3,1,1,2,1,1,3
1105,35,1,8,0,28,7,1,0,0,3.1,0,1,1,1,8,0,5,1,3,1,1,1
1106,33,1,24,1,83,20,2,13,1,3.0,0,3,1,1,6,5,2,1,2,1,1,0
1107,52,1,19,1,96,22,0,22,3,3.6,0,5,1,1,12,5,3,1,1,1,1,0
1108,69,1,20,2,62,42,1,15,0,2.8,0,5,1,1,26,0,6,1,1,1,1,2
1109,27,1,18,1,25,26,1,20,0,2.8,0,4,1,1,50,1,3,1,1,1,1,2
1110,66,1,9,1,97,35,0,22,3,4.9,0,3,1,1,2,5,6,1,1,1,1,0
1111,28,1,9,1,61,42,0,5,0,3.0,0,4,1,1,31,1,1,1,3,1,1,2
1112,22,1,17,2,66,31,2,13,2,4.1,0,3,1,1,4,2,1,1,2,1,1,2
1113,69,1,9,1,67,46,3,16,1,4.6,0,2,1,1,32,4,5,1,2,1,1,3
1114,28,1,22,0,80,19,1,17,2,4.8,0,3,1,1,11,4,1,1,1,1,1,0
1115,55,1,19,1,25,28,0,22,0,2.6,0,3,1,1,47,0,2,1,1,1,1,2
1116,30,1,8,0,58,31,2,15,0,4.0,0,0,1,1,37,1,6,1,3,1,1,1
1117,67,1,0,0,96,10,1,4,3,4.2,0,1,1,1,39,4,3,1,3,1,1,3
1118,25,1,22,0,77,4,0,10,1,4.5,0,5,1,1,24,2,4,1,1,1,1,2
1119,49,1,1,0,65,13,1,17,2,4.9,0,4,1,1,11,4,2,1,3,1,1,0
1120,34,1,12,0,36,17,1,9,1,3.1,0,4,1,1,36,2,6,1,3,1,1,2
1121,22,1,20,2,84,37,1,11,3,4.0,0,3,1,1,40,3,4,1,1,1,1,0
1122,63,1,24,1,58,8,3,15,0,3.2,0,1,1,1,25,1,5,1,2,1,1,1
1123,70,1,7,0,62,32,2,4,1,4.3,0,0,1,1,12,2,0,1,3,1,1,1
1124,36,1,8,0,67,20,2,17,0,2.5,0,5,1,1,38,1,4,1,3,1,1,2
1125,42,1,23,1,20,14,1,14,1,4.9,0,1,1,1,40,1,5,1,1,1,1,1
1126,27,1,14,2,90,33,1,10,2,2.7,0,0,1,1,10,0,6,1,0,1,1,1
1127,23,1,15,0,58,14,0,0,3,3.4,0,4,1,1,47,5,3,1,1,1,1,0
1128,50,1,16,1,53,7,3,12,1,4.8,0,5,1,1,22,3,4,1,2,1,1,0
1129,56,1,6,0,30,31,0,4,3,4.7,0,3,1,1,35,3,4,1,3,1,1,0
1130,37,1,9,1,65,28,3,23,3,4.7,0,1,1,1,46,5,3,1,2,1,1,3
1131,67,1,12,0,41,16,1,10,2,3.9,0,4,1,1,30,4,1,1,3,1,1,0
1132,67,1,16,1,73,12,1,1,1,3.7,0,1,1,1,20,0,4,1,1,1,1,1
1133,50,1,9,1,98,32,2,20,1,4.3,0,5,1,1,25,1,3,1,2,1,1,2
1134,36,1,17,2,36,6,3,11,3,4.1,0,0,1,1,29,1,6,1,2,1,1,1
1135,62,1,24,1,81,48,1,3,2,4.6,0,1,1,1,2,5,2,1,1,1,1,3
1136,65,1,19,1,90,20,0,15,3,3.6,0,0,1,1,32,0,5,1,1,1,1,1
1137,23,1,7,0,83,12,2,5,2,4.8,0,2,1,1,37,1,4,1,3,1,1,1
1138,46,1,16,1,91,30,3,16,3,2.8,0,0,1,1,16,0,2,1,2,1,1,1
1139,18,1,13,1,36,14,1,17,2,4.7,0,1,1,1,32,5,3,1,1,1,1,3
1140,58,1,4,3,53,0,0,17,1,3.9,0,4,1,1,42,3,1,1,0,1,1,0
1141,31,1,11,1,39,19,1,23,3,2.6,0,5,1,1,6,2,2,1,1,1,1,2
1142,39,1,6,0,33,34,2,19,3,4.7,0,3,1,1,23,4,3,1,3,1,1,0
1143,69,1,24,1,76,34,0,8,1,3.5,0,5,1,1,27,5,1,1,1,1,1,0
1144,68,1,3,2,23,27,0,20,3,4.4,0,4,1,1,43,4,5,1,0,1,1,0
1145,41,1,11,1,54,39,2,9,0,4.4,0,0,1,1,25,0,3,1,2,1,1,1
1146,31,1,20,2,89,27,0,16,2,3.0,0,1,1,1,30,1,2,1,1,1,1,1
1147,48,1,20,2,38,48,1,9,2,4.2,0,4,1,1,7,0,2,1,1,1,1,2
1148,59,1,8,0,36,41,3,18,3,4.3,0,3,1,1,17,3,0,1,2,1,1,0
1149,34,1,13,1,66,8,1,22,1,2.6,0,5,1,1,10,4,3,1,1,1,1,0
1150,21,1,12,0,42,9,0,5,1,3.3,0,5,1,1,40,5,0,1,3,1,1,0
1151,29,1,12,0,36,16,2,18,3,2.7,0,3,1,1,50,5,1,1,2,1,1,0
1152,41,1,2,1,86,34,1,7,1,4.2,0,1,1,1,24,2,6,1,3,1,1,1
1153,62,1,7,0,49,6,1,6,0,4.0,0,4,1,1,8,4,2,1,3,1,1,0
1154,27,1,16,1,41,11,1,16,2,4.0,0,2,1,1,6,0,5,1,1,1,1,1
1155,49,1,5,1,82,9,0,5,1,2.9,0,0,1,1,44,2,1,1,3,1,1,1
1156,67,1,24,1,53,41,2,18,0,2.6,0,1,1,1,47,4,5,1,2,1,1,3
1157,20,1,17,2,21,10,1,6,2,4.8,0,1,1,1,6,5,2,1,1,1,1,3
1158,37,1,1,0,66,19,1,4,0,4.4,0,4,1,1,11,1,5,1,3,1,1,2
1159,69,1,1,0,89,27,0,14,2,4.0,0,0,1,1,41,0,0,1,3,1,1,1
1160,66,1,7,0,55,28,0,2,0,3.6,0,0,1,1,46,5,2,1,3,1,1,3
1161,37,1,15,0,42,33,2,2,2,3.2,0,3,1,1,9,5,1,1,2,1,1,0
1162,63,1,18,1,52,35,2,14,0,3.1,0,0,1,1,37,4,4,1,2,1,1,3
1163,47,1,14,2,92,32,1,2,3,4.2,0,1,1,1,13,4,6,1,0,1,1,3
1164,26,1,13,1,56,41,0,23,2,3.0,0,0,1,1,24,3,4,1,1,1,1,3
1165,68,1,5,1,96,25,1,8,3,4.2,0,4,1,1,47,4,5,1,3,1,1,0
1166,51,1,24,1,64,48,1,19,3,2.9,0,3,1,1,21,5,2,1,1,1,1,0
1167,48,1,5,1,48,6,2,10,3,3.7,0,5,1,1,22,5,3,1,2,1,1,0
1168,60,1,21,1,83,29,3,0,2,3.6,0,2,1,1,16,4,5,1,2,1,1,3
1169,68,1,15,0,91,23,0,22,2,3.6,0,4,1,1,37,3,3,1,1,1,1,0
1170,25,1,0,0,94,49,2,7,0,4.5,0,0,1,1,3,1,0,1,3,1,1,1
1171,57,1,19,1,62,12,2,18,1,3.2,0,1,1,1,33,1,1,1,2,1,1,1
1172,41,1,21,1,55,17,1,10,1,3.9,0,3,1,1,15,3,0,1,1,1,1,0
1173,59,1,4,3,68,36,0,15,1,4.6,0,5,1,1,42,0,1,1,0,1,1,2
1174,44,1,12,0,76,40,1,9,3,2.5,0,1,1,1,42,1,1,1,3,1,1,1
1175,42,1,0,0,31,21,1,1,3,4.3,0,1,1,1,19,0,1,1,3,1,1,1
1176,35,1,1,0,81,29,1,0,1,4.1,0,5,1,1,26,4,5,1,3,1,1,0
1177,36,1,5,1,83,36,1,18,3,4.6,0,2,1,1,39,4,5,1,3,1,1,3
1178,54,1,19,1,21,14,1,1,1,4.8,0,4,1,1,24,3,4,1,1,1,1,0
1179,37,1,5,1,22,39,1,20,1,4.9,0,1,1,1,23,3,0,1,3,1,1,3
1180,20,1,24,1,33,13,1,2,2,2.8,0,2,1,1,44,0,0,1,1,1,1,1
